,date,user_name,user_id,user_location,id_tweet,favorites,retweets,hashtags,text
243,2021-03-31 07:16:24,NoticiasNavarra,23061724,"Pamplona, Navarra",1377157816595537921,0,1,"[{'text': 'Navarra', 'indices': [71, 79]}, {'text': 'PositivosEnCoronavirus', 'indices': [80, 103]}, {'text': 'COVID19', 'indices': [104, 112]}]","La vacuna de AstraZeneca cambia de nombre y pasa a llamarse Vaxzevria 
#Navarra #PositivosEnCoronavirus #COVID19
https://t.co/D9YVqZoAJX"
244,2021-03-31 07:15:57,NoticiasNavarra,23061724,"Pamplona, Navarra",1377157701856161795,1,0,[],"Rusia anuncia el registro de la primera vacuna contra el covid para animales
https://t.co/sR3KiQbx03"
245,2021-03-31 07:06:59,mariajo_suarez,559841813,"Oviedo, España",1377155445660340226,1,0,[],"“... mientras que la pauta completa no llega a un tercio.”
Efectivamente. Mi madre.

|Vacunación: España incumple el objetivo de vacunar al 80% de los mayores de 80 años en marzo | Sociedad | EL PAÍS https://t.co/0M0uvNT1Y7"
246,2021-03-31 06:32:56,enriquefmiranda,834205868,Madrid. España,1377146875816464386,10,7,[],"Vacunación: España incumple el objetivo de vacunar al 80% de los mayores de 80 años en marzo | Sociedad | EL PAÍS ...el fracaso de la vacunación, uno más.... https://t.co/ZhAU9h7k5x"
247,2021-03-31 06:32:24,LogiNewsEs,1175160552,Madrid,1377146743335215110,0,0,[],OMS pide priorizar a tripulaciones aéreas y marítimas en vacunación https://t.co/bzLC85sYQF
248,2021-03-31 06:30:30,el_pais,7996082,Madrid,1377146266505728003,425,253,[],España incumple el objetivo de vacunar al 80% de los mayores de 80 años en marzo. Era el primer objetivo de vacunación impuesto https://t.co/85mJqf5SO6
249,2021-03-31 06:26:46,NoticiasdeAlava,291276198,Vitoria-Gasteiz,1377145324611928065,0,1,[],"La campaña de vacunación masiva en Vitoria se desarrollará en el frontón de Lakua 
➡️Álava suma 97 casos más de covid y la incidencia se mantiene estable
https://t.co/ZqMHHlAokb"
250,2021-03-31 06:18:20,RafaelMabi,730280023152807936,"Granada, España",1377143201627217920,0,0,[],"""Instituto Paul-Ehrlich,centro referencia vacunación Alemania,ha detectado 31 casos trombosis en personas que recibieron vacuna AstraZeneca,nueve de las cuales fallecieron"":EFECTOS ADVERSOS VACUNAS,QUE DEBIERON DETECTARSE EN FASE 3,PREVIA COMERCIALIZACION! https://t.co/KPxJGHMETy"
251,2021-03-31 06:13:05,visualPetronio,114511562,Madrid,1377141882875125761,1,1,"[{'text': 'Vacunación', 'indices': [81, 92]}, {'text': 'COVIDー19', 'indices': [117, 126]}]",España incumple el objetivo de vacunar al 80% de los mayores de 80 años en marzo #Vacunación https://t.co/WiEP3GI2O5 #COVIDー19
252,2021-03-31 06:02:42,diariolaopinion,129907921,Región de Murcia,1377139268489932800,3,4,"[{'text': 'Murcia', 'indices': [70, 77]}]","La vacunación de las personas de 64 y 65 años arranca en la Región de #Murcia
https://t.co/dt9aot9jze"
253,2021-03-31 06:01:46,objetivotorre,132141185,Torrevieja,1377139036523880452,0,0,[],Los Verdes piden que se liberen las patentes para acelerar la vacunación masiva a nivel mundial https://t.co/ZIadmeDdpF
254,2021-03-31 05:46:39,nicosangomez,354227253,Guadalajara (España),1377135231333855234,0,0,[],Alemania solo administrará de manera general la vacuna AstraZeneca a mayores de 60 años tras 31 casos de trombosis https://t.co/txe1QwUbPD
255,2021-03-31 05:42:42,angeltooooooooo,405815714,"Madrid, España",1377134234771488782,0,0,[],Vacunación: España incumple el objetivo de vacunar al 80% de los mayores de 80 años en marzo | Sociedad | EL PAÍS🤦‍♂️ https://t.co/y2OIqAOxoM
256,2021-03-31 05:24:10,AGSNorteHuelva,810811939806937090,"Minas de Riotinto, España",1377129574211842049,2,0,[],"Diario de vacunación: 31/03/21
💉 &gt; 80 👴🏼👵🏻 en todas nuestras zonas básicas de salud
💉 Inmovilizados 🛏 en todas nuestras zonas básicas de salud https://t.co/QOXKNEmRK2"
257,2021-03-31 05:20:00,ValladolidSER,1192961881,Valladolid (España),1377128522519437316,0,0,[],La Junta empieza el lunes la vacunación a la población de 65 años en Valladolid https://t.co/VneoIJ5AUr
258,2021-03-30 23:18:31,MariCarmenLogon,777137197111705600,"Salamanca, España",1377037552440336395,1,0,[],Alemania solo vacunará con AstraZeneca a mayores de 60 años https://t.co/7VSwbg57TU a través de @el_pais
259,2021-03-30 22:03:06,adrianmundano,432079834,Madrid,1377018573638529026,1,0,[],Gracias a @quiquepeinado por recordar la ayusada de la vacunación https://t.co/7O2edwBcbc
