0,1,2,3,4,5,6,7,8
2021-04-08 11:15:29,Modudu5,1270607912025698306,"Madrid, Comunidad de Madrid",1380117086136057858,0,0,[],"@ccarballo50 Por otro lado, números de Madrid, población de 60-65 unas 350.000-400.000 personas. Ahora mismo hay 11… https://t.co/m9DSirlzc0"
2021-04-08 11:15:26,BachilleratoCin,2469472104,"Alicante, Spain",1380117074018713600,0,0,[],"@cinepaticoblog La cobardía de Europa frente a EEUU, las multinacionales y la burocracia dominante es algo nunca vi… https://t.co/5liuXT3ggL"
2021-04-08 11:15:26,_albaavs,608439513,"Torrejón de Ardoz, España",1380117073725100036,1,0,[],"Yo me vacunaba hoy 🤡 
Hoy : se cancela toda la vacunación con Astrazeneca en España"
2021-04-08 11:15:25,GonzalezElBuho,703585020,Sierra de Madrid,1380117070273245186,1,0,[],Y cuándo incluirás en tu plan de vacunación a la población migrante en situación irregular? 😡 https://t.co/A7RT3ZU7Ub
2021-04-08 11:15:18,vbaosv,53153553,Madrid,1380117038652387329,2,0,[],@CPP17927376 @el_pais He seguido tus comentarios y comparas mortalidad covid vs mortalidad efecto adverso vacuna en… https://t.co/UWCn1DNh6h
2021-04-08 11:15:14,ArrestaoSFC99,1327201933296361472,"Sevilla, España",1380117025389940739,3,0,[],La vacuna de AZ no que me da trombos pero voy a juntarme con 50 personas en un lugar cerrado
2021-04-08 11:15:03,noticiascyl,226909192,Castilla y León,1380116976278847490,4,4,[],"😷💉❗Atención | Nacidos en los años 56, 57 y 58 en Valladolid: estas son las fechas de vacunación❗ https://t.co/9q0K7gc1d0"
2021-04-08 11:15:00,eeb_ove,1219941855871356928,Bilbao,1380116964329324551,0,0,[],📢 Estas son algunas de las preguntas que le hemos hecho a Sara de la Rica. Conoce las respuestas en nuestro blog.… https://t.co/8dkvVr1lZt
2021-04-08 11:14:11,Archetype_ES,37970115,Madrid,1380116760653934593,2,0,[],"‘Vacunas para todos’, de @WhatsApp y la @opsoms incluye 24 pegatinas para usar en la app.

Es una forma divertida y… https://t.co/AruSS1nH9W"
2021-04-08 11:14:01,titopablet,56081788,Sevilla,1380116717070913543,0,0,[],@FranGagaSpain @wmarius_ De la producción la vacuna te ponen el 5 g o la mascarilla tiene 7n chip llegan las mascar… https://t.co/1fjO2pmPXU
2021-04-08 11:13:57,jjgongar,195949342,Almendralejo,1380116700058812422,0,0,"[{'text': 'AstraZeneca', 'indices': [58, 70]}]","Más vale que todos/as los que estáis denigrando la vacuna #AstraZeneca no seáis fumadores/as, porque de lo contrari… https://t.co/4XzB8cju24"
2021-04-08 11:13:55,maglocd,510253840,en Madrid,1380116691582062592,6,1,[],"Gracias a los científicos que han traído las vacunas en un tiempo récord, a los sanitarios que la administran y a l… https://t.co/PvutTWOvV2"
2021-04-08 11:13:43,raulmlg21,739908356,Madrid (España),1380116643460841472,3,0,[],"@A3Noticias Nolotil mata a 40 personas al año SOLO en España.

¿Cuantas vidas salva nolotil?

¿Cuantas vidas salva… https://t.co/QOVHWzbYM9"
2021-04-08 11:13:38,TribunaSal,305172448,Salamanca,1380116620878696449,1,2,"[{'text': 'Salamanca', 'indices': [44, 54]}]","🛑 ATENCIÓN 🛑
Vacunación masiva el sábado en #Salamanca capital: Nacidos en el 1956 y en el primer semestre de 1957… https://t.co/M3AKPnvQvP"
2021-04-08 11:13:15,RealPipinho17,2246238500,"Badajoz, España",1380116525483495424,0,0,[],"@muyevil Esa libertad me temo que no les interesa que la tengas tú, ni que la tengamos nadie. Tienen que sacar taja… https://t.co/9vzSTYRWE6"
2021-04-08 11:13:13,ArrestaoSFC99,1327201933296361472,"Sevilla, España",1380116518038597637,2,0,[],Amparo que se siente saber que tienes más probabilidades de morir atropellada en la carretera que de un trombo de A… https://t.co/Ow0gNHAAtL
2021-04-08 11:13:10,anaimana_ana,3028208614,"Lardero, España",1380116505715736580,0,0,[],@elmundoes Que tiren esa vacuna ya de una vez A ver quien se arriesga?  Este gobierno porque estén todos vacunados… https://t.co/LawyY7jX78
2021-04-08 11:12:58,Uhandrea,110957072,País Vasco,1380116454679404551,34,13,"[{'text': 'OxfordAstraZeneca', 'indices': [79, 97]}]","El riesgo de fallecimiento por esa causa [trombo vinculado a la vacunación con #OxfordAstraZeneca] es, por lo tanto… https://t.co/SNGvXyMgvK"
2021-04-08 11:12:57,fuentealamo,84032872,Fuente Alamo de Murcia,1380116450053087234,0,0,[],👨‍⚕️ La Consejería de Sanidad pidió la colaboración del Ayuntamiento para que aportase y preparase espacios amplios… https://t.co/AUcqATCWR8
2021-04-08 11:12:57,fuentealamo,84032872,Fuente Alamo de Murcia,1380116448236961792,0,0,[],"👵🏼 Estas personas acudieron a la cita tras el aviso del centro de salud, encargado de los procesos de vacunación de… https://t.co/P1oZhHqRbs"
2021-04-08 11:12:37,Nopanaden,938888593,"Madrid, España",1380116365592383494,75,18,[],Uno de los objetivos más evidentes ahora en cuanto a información sobre esta vacuna es proporcionar datos objetivos… https://t.co/pqJB9RZgDf
2021-04-08 11:12:29,arty1167,301013402,Alcorcon (Madrid),1380116332046340098,2,0,[],"Tengo 54 años, operado de una valvulopatía aórtica y tomando anticoagulante y no soy paciente de riesgo según… https://t.co/hZLExDi5ka"
2021-04-08 11:12:04,leonoticias_,38291639,"León, España",1380116228858114051,0,0,[],"Atención Primaria de León recupera la vacunación con AstraZeneca para las personas de 65, 64 y 63 años https://t.co/8PYIooTyrR"
2021-04-08 11:12:03,jatirado,159072956,Madrid,1380116222595919880,2,2,"[{'text': 'SeleccióndeFútboldeAlemania', 'indices': [0, 28]}, {'text': 'Alemania', 'indices': [29, 38]}]","#SeleccióndeFútboldeAlemania #Alemania Alemania, dispuesta a negociar un acuerdo bilateral sobre la vacuna rusa Spu… https://t.co/rimhNDfrda"
2021-04-08 11:11:49,elSonti,550327171,"Granada, España",1380116164538433538,3,0,[],Recordatorio periódico de que reírse de la gente que tiene miedo de ponerse la vacuna o decirles que peor hacen por… https://t.co/HQPa33ZZMK
2021-04-08 11:11:49,belen_hueso,402212571,"València, Espanya",1380116162760040450,4,1,[],"Otra vez, los medios de comunicación dando autobombo a la decisión de suspender la vacunación con AZ. Propagando el… https://t.co/riDG6aDxDU"
2021-04-08 11:11:36,cinepaticoblog,2287825261,"Alicante, Comunidad Valenciana",1380116110238961667,12,1,[],El ridículo que estamos haciendo con la vacunación algún día se estudiará.
2021-04-08 11:11:23,EFE_CValenciana,1546036176,"Valencia, España",1380116053892681730,0,0,"[{'text': 'AstraZeneca', 'indices': [44, 56]}, {'text': 'síntomas', 'indices': [69, 78]}, {'text': 'coronavirus', 'indices': [83, 95]}, {'text': 'pandemia', 'indices': [98, 107]}]","🔴 Enfermería recomienda a los vacunados con #AstraZeneca vigilar los #síntomas ⬇️

#coronavirus 🦠 #pandemia 😷… https://t.co/r3WK3SU2qN"
