0,1,2,3,4,5,6,7,8
2021-04-08 22:36:02,eladiomu,127805647,Sevilla,1380288352822423560,1,0,[],"@jesusraguirre @saludand @AndaluciaJunta @JuanMa_Moreno @eliasbendodo Es verdad, miedo a un virus que tiene una let… https://t.co/ECCxlhcxRa"
2021-04-08 22:35:16,luismazuecos,829375385964011520,"Madrid, Comunidad de Madrid",1380288160496812040,0,0,[],Creo que Oxford ha hecho algo peor que la vacuna de AstraZeneca los Workbooks.
2021-04-08 22:33:29,andyvillarv,1173232052,Laguna de Duero,1380287710993256450,0,0,[],Alemania acelera la entrada de la vacuna Sputnik en la Unión Europea https://t.co/omyWhzg4ED
2021-04-08 22:33:26,isabelarbonies,306344440,Pamplona,1380287700176142337,6,1,[],"La vacuna de AstraZeneca se utilizará en personas de 60 a 69 años  https://t.co/2jJ08MQqMQ vía @el_pais
No se aclar… https://t.co/71mTQl2XzY"
2021-04-08 22:33:24,Ramonesmiranda,278497351,Aragón-España(Huesca-Zaragoza),1380287688117485570,3,0,[],"@jfalbertos Y debiera ser la noticia del día, pero es mejor provocar el alarmismo respecto a algunas vacunas, para… https://t.co/wmndH9zenE"
2021-04-08 22:33:14,castanai_,291694199,Madrid,1380287648909123586,5,0,[],"@maripiluss @angelsvars Si a X sector de la población sólo se le puede administrar la vacuna Y, es lógico que se re… https://t.co/sW5B4ABSF3"
2021-04-08 22:33:08,Noticias_para,1920776479,MADRID,1380287624305336323,1,0,"[{'text': 'LoMásLeído', 'indices': [0, 11]}]",#LoMásLeído REGIONAL/ Todos los mayores de 80 años tendrán la primera dosis de la vacuna esta semana https://t.co/hUzJfETooJ
2021-04-08 22:33:06,Airatarra,2844701731,Euskal Herria,1380287615451156482,0,0,[],"@Camino90346532 @mc56969 @eslamananadeFJL Cuba, allí donde se vacunan con su propia vacuna? Esa Cuba?🤭 

https://t.co/4siddVHHi1"
2021-04-08 22:33:00,DNavass,634433999,"Madrid, Comunidad de Madrid",1380287589886869509,1,0,[],"@populares @IdiazAyuso No existe la ""empresa Sputnik"". La vacuna la produce directamente el estado ruso. Libertad, y eso."
2021-04-08 22:32:58,Genko,17270769,Madrid,1380287581141790727,4,0,[],"Es el meme de ""you"" y ""the point"" pero con la vacuna."
2021-04-08 22:32:54,je_pala,469182980,Zaragoza. España,1380287565513785351,3,1,[],Me dice un recién jubilado que @sanidadgob y las CCAA dejan sin vacunar a los de 65 a 70 años porque son los pensio… https://t.co/BlwSeHkrkM
2021-04-08 22:31:15,RobertHBlazquez,284742079,"Comunidad de Madrid, España",1380287147039719425,1,1,"[{'text': 'TheLancet', 'indices': [48, 58]}]",con las anunciadas en revistas científicas como #TheLancet. Parece que la propia vacuna no tiene mucho tirón entre… https://t.co/NbtrpdlI4i
2021-04-08 22:31:14,RobertHBlazquez,284742079,"Comunidad de Madrid, España",1380287144149848065,1,1,"[{'text': 'EMA', 'indices': [93, 97]}]",local que en el mejor de los casos estaría produciendo vacunas después del verano. Aunque la #EMA autorice la vacun… https://t.co/KIgELhcbj0
2021-04-08 22:30:38,DNavass,634433999,"Madrid, Comunidad de Madrid",1380286995176566784,0,0,[],"Ni Merkel va a comprar la vacuna rusa, ni Ayuso va a ver nada más ruso que la ensaladilla.

Que os están tangando! https://t.co/YwOKrmrhyn"
2021-04-08 22:30:00,LPOEsp,1072894978941218816,Madrid,1380286834354221058,1,0,[],El acuerdo firmado por la farmacéutica y la UE establece que serán los Estados miembros los que asuman ese coste si… https://t.co/lEavAXtI3Z
2021-04-08 22:29:37,javierlpeznet,2833807875,"Comunidad de Madrid, España",1380286737990221830,0,0,[],@AlbertoAsarta @TonoSVJ Ese nos muerde y yo por lo menos me pondría la vacuna antirrábica
2021-04-08 22:29:28,flipe_gr,199325729,Granada ,1380286698647588872,0,0,[],"Si Britney se vacuna, tú te vacunas https://t.co/mqnXzTg1Ol"
