0,1,2,3,4,5,6,7,8
2021-04-13 23:53:19,MentirasSombras,1184797875814969347,"Bizkaia, País Vasco",1382119739196063744,1,3,"[{'text': 'vacuna', 'indices': [43, 50]}]","🆕️👨‍✈️ Continua el GOTEO de muertes por la #vacuna de @AstraZeneca
Un profesor de 30 años REVENTO A TROMBOS, hasta… https://t.co/b17YX5lyoi"
2021-04-13 23:51:38,SrNES,71309124,Fail City,1382119319220457476,63,16,[],Les cuento algo?  mi viejo estuvo una semana hospitalizado y necesitó una baja cantidad de oxígeno a pesar de haber… https://t.co/i5jRl3j0uH
2021-04-13 23:44:33,AngelCruzJ,355480539,Madrid,1382117535466786818,2,0,[],Está claro que la vacunación es el único camino para acabar con esto. https://t.co/F2XPpWZQ5e
2021-04-13 23:41:59,observatorio14,2170425204,"Zaragoza, España",1382116887300087812,4,0,[],"@NeQuidNimis0 @brunocardenosa Son casos raros, cierto. Y hay correlación temporal. Lo que no es tan fácil es establ… https://t.co/oBHy2CWvhD"
2021-04-13 23:39:46,ClaroCampoamor,1358810688899198979,"Madrid, Comunidad de Madrid",1382116330053197826,1,0,[],"@Begofuentes3 @SSantiagosegura Y mientras, retwitteas al tiempo pro-vacunas...

... Y Re-Twitteas mensajes para EVI… https://t.co/LL0iRUUFIU"
2021-04-13 23:39:33,19Chinchi86,916495388,Albacete,1382116277574103041,0,0,[],"@Edgarcialonso @javigarcia7587 Vamos que entonces con la de Janssen que es ""el mismo tipo de vacuna que la de AZ"" (… https://t.co/sAszGt5gIe"
2021-04-13 23:35:46,laura01571825,2499991111,"Madrid, Comunidad de Madrid",1382115325316063233,1,0,[],@shibolet13 @st3_cecilia @IdiazAyuso Una persona cada dos millones? Pues no sé de donde sacas ese dato 🤔 en España… https://t.co/2f4abXzkws
2021-04-13 23:35:19,EspanaJusta10,1050145080542146560,"Madrid, España",1382115210639577090,0,0,[],Janssen retrasa la distribución de su vacuna en Europa mientras estudia seis casos de trombos… https://t.co/amJLmfDKL6
2021-04-13 23:32:56,VicenteAlmerich,1278603306,"Valencia, España",1382114610669617152,0,0,[],El parón de los envíos de Janssen compromete los planes de vacunación de España https://t.co/UTAjrY5RLY
2021-04-13 23:32:07,Jesus_sg_02,3288108821,Azuqueca De Henares,1382114404582498311,0,0,[],"Han sexualizado una vacuna... Yo me bajo de la vida de verdad, asco es poco https://t.co/wQA0yB7enP"
2021-04-13 23:31:41,PLSantJoandALC,624525265,Sant Joan d'Alacant,1382114294926610433,3,0,"[{'text': 'PLSJ', 'indices': [0, 5]}]",#PLSJ Se continua hoy con la vacunación masiva de la población en el centro de mayores de Sant Joan d'alacant… https://t.co/GCO76GEeyU
2021-04-13 23:29:46,VanFanel20,895475641696624640,"San Sebastián, España",1382113815471489025,1,0,[],@LANACION Y feladora de algún político de turno digo por lo de la vacuna...
2021-04-13 23:26:48,elobsesoconfeso,1045008168697430017,"Valencia, España",1382113068944142337,1,0,[],"@brunocardenosa La FDA ha perdido el oremus. Hablamos de un 0,14% de muertos sobre millón de inoculados. Y detienen… https://t.co/gYsh1oC2zG"
2021-04-13 23:24:11,ClaraMarzenit,1288537981259862018,"Gijón, Asturias",1382112408542576640,2,0,[],"@eljukebox Creo que es un poco más complejo que eso. P. ej., si tenemos otras opciones, ¿por qué no evitar tanto 1)… https://t.co/20cxlsKcXU"
2021-04-13 23:21:05,santander24h,86183418,Santander,1382111629094088707,0,0,[],"""Cualquier medicamento podría causar efectos secundarios como los de la vacuna de AstraZeneca""… https://t.co/qsX0GX8kFR"
2021-04-13 23:21:04,madrid24horas,823466808,"Madrid, Comunidad de Madrid",1382111625398861825,1,0,[],"""Cualquier medicamento podría causar efectos secundarios como los de la vacuna de AstraZeneca""… https://t.co/y3SCfO2Aus"
2021-04-13 23:21:03,elportaluco,81213633,Santander (España),1382111621582045187,0,0,[],"""Cualquier medicamento podría causar efectos secundarios como los de la vacuna de AstraZeneca""… https://t.co/u2zHN404q3"
2021-04-13 23:21:02,bilbao24horas,618163427,Bilbao,1382111618117595137,1,0,[],"""Cualquier medicamento podría causar efectos secundarios como los de la vacuna de AstraZeneca""… https://t.co/eKxahGI0Qv"
2021-04-13 23:20:19,griselda_sil,266034771,luque,1382111434826518532,0,0,[],"@roque16silva Dr.. El estado tiene mayor culpa acá, obvio que hay irresponsables... Pero ni medicamentos, ni camas,… https://t.co/d4mY9N750X"
2021-04-13 23:17:21,DoloresVaquero,1094711891337842689,Madrid,1382110690161401857,1,1,[],"“Muchos expertos dicen que va a ser mucho peor el remedio que la enfermedad, que al final apenas hay un 0,008% de m… https://t.co/OHalncvMuF"
2021-04-13 23:15:22,AlvaroGm00,2671884891,"Sevilla, España",1382110189868961793,2,0,[],"me estás puto diciendo que en caso de que la vacuna pueda dar trombos y que estos casos no sean x mera casualidad,… https://t.co/eUE5roRHZ4"
2021-04-13 23:15:00,SevillaActual,28152663,Sevilla,1382110097464127489,3,3,[],"Suspendida la distribución de la vacuna Janssen en Europa 
https://t.co/MQDQdcQdIW"
2021-04-13 23:12:12,borjaturtle,104613882,Madrid,1382109394175938560,0,0,[],"Si las personas diabéticas son de riesgo, no se entiende porque han sido excluidos de las personas prioritarias a v… https://t.co/zeWAlkz3IN"
2021-04-13 23:09:57,albertomperezc,979321557460897793,,1382108828511125509,24,7,[],"En la mañana de ayer se me heló el alma cuándo leí el contratiempo de la vacuna de Janssen. Como médico, debo afron… https://t.co/FJk9cU2mAD"
2021-04-13 23:09:06,MalibuCynthia,1353467578241441793,Madrid ,1382108612613570567,1,0,[],"@IdiazAyuso @anarosaq Y la inmunidad de la vacuna,cuánto dura? No hay estudios,dicen unos 6 meses,por lo que esta n… https://t.co/fqWLhYgaDb"
2021-04-13 23:08:17,EvaCris64165521,1238929293868240896,"León, España",1382108407642140675,0,0,[],"@MarisaSegura76 Tú eres tonta!
Preocúpate de tu vacuna y déjanos en paz."
2021-04-13 23:08:00,Opino_y_existo,715656223744466945,"Sevilla, España",1382108335575609346,5,1,"[{'text': 'MasterChef', 'indices': [49, 60]}]",Jesús echando a su guiso el culillo de la vacuna #MasterChef https://t.co/9SoIc5AiKQ
2021-04-13 23:07:36,enferpeques,801126088504180737,"Madrid, Comunidad de Madrid",1382108235335884800,0,0,[],Pfizer haciendo progresos en la vacunación infantil 😍 Otro pasito más para una inmunidad de grupo real 👪 https://t.co/pntWoyzyPP
